,Q,A,label
27707,조선신학교 / 1939년,org:founded,18
27708,황보 인 / 1387년,per:date_of_birth,25
27709,엘리우드 킵초게 / 마라톤,no_relation,0
27710,장제스 / 국민혁명군,per:employee_of,6
27711,"루드비 홀베르 / 작가, 철학자, 소설가, 역사가, 극작가",per:title,4
27712,정문호 / 소방청장,per:title,4
27713,정홍원 / 박근혜,no_relation,0
27714,울산항만공사 / 고상환,org:top_members/employees,1
27715,유재석 / 국민 MC,per:title,4
27716,이집트 / 카이로,org:members,2
27717,통일민주당 / 김영삼,org:top_members/employees,1
27718,일산동구 / 고양시,org:member_of,20
27719,박진영 / JYP,per:employee_of,6
27720,안유진 / 아이즈원,per:employee_of,6
27721,윤소하 / 정의당,per:employee_of,6
27722,희강왕 / 흥덕왕,no_relation,0
27723,신채호 / 독립운동가,per:title,4
27724,신채호 / 언론인,per:title,4
27725,박진영 / JYP,per:employee_of,6
27726,경성방직 / 김성수,no_relation,0
27727,랄프 왈도 에머슨 / 초월주의,no_relation,0
27728,에어부산 / 아시아나항공,no_relation,0
27729,주먹쥐고 소림사 / SBS,no_relation,0
27730,포천시 / 박윤국,org:top_members/employees,1
27731,데이비드 캐머런 / 보수당,per:employee_of,6
27732,김건모 / 장지연,per:spouse,17
27733,아메리카 연합국 / 1865년,no_relation,0
27734,울산 현대 축구단 / 2012 AFC 챔피언스리그,no_relation,0
27735,양평군 / 정동균,org:top_members/employees,1
27736,일본육군사관학교 / 일본 제국 육군,org:member_of,20
27737,파리 생제르맹 FC / PSG,org:alternate_names,5
27738,윌리엄 1세 / 노르망디,per:origin,15
27739,호나우두 / 브라질,per:employee_of,6
27740,대각국사 의천 / 천태종,per:religion,29
27741,예브게니 막시모비치 노비코프 / 러시아,per:origin,15
27742,프리드리히 2세 / 호엔촐레른,no_relation,0
27743,소상공인시장진흥공단 / 중소벤처기업부,no_relation,0
27744,정찬성 / 코리안 좀비,per:alternate_names,12
27745,토리 헌터 / 미네소타 트윈스,per:employee_of,6
27746,더불어민주당 / 문재인,no_relation,0
27747,머큐리 / 2011년,no_relation,0
27748,빈센트 엔예마 / 골키퍼,per:title,4
27749,노무현 / 대한민국,per:origin,15
27750,문재인 / 더불어민주당,per:employee_of,6
27751,FC 서울 / 2012,no_relation,0
27752,다리오 포 / 극작가,per:title,4
27753,샌프란시스코 자이언츠 / 2010,no_relation,0
27754,자유민주당 / 닉 클레그,org:top_members/employees,1
27755,고용노동부 / 이재갑,org:top_members/employees,1
27756,가메야마 천황 / 1305년 10월 4일,per:date_of_death,24
27757,국무조정실 / 국무총리,no_relation,0
27758,상근이 / 이웅종,no_relation,0
27759,유벤투스 / UEFA,no_relation,0
27760,발렌스 / 발렌티니아누스 1세,no_relation,0
27761,이후락 / 국방부,per:employee_of,6
27762,롯데홈쇼핑 / 이완신,org:top_members/employees,1
27763,웅진 스타즈 / 2001년 5월,org:founded,18
27764,가평군 / 잣나무,no_relation,0
27765,클르츠 아르슬란 1세 / 룸 셀주크,per:origin,15
27766,미네소타 / 미니애폴리스,org:members,2
27767,맨체스터 시티 FC / 잉글랜드,org:place_of_headquarters,7
27768,백혜련 / 대변인,per:title,4
27769,체스터 시티 FC / 2010년,no_relation,0
27770,고흥군 / 송귀근,org:top_members/employees,1
27771,정운찬 / KBO 총재,per:title,4
27772,이봉창 / 한인애국단,per:employee_of,6
27773,시바우라 쥰 / 가면라이더,per:title,4
27774,청주시 / 충청북도,org:place_of_headquarters,7
27775,호세 엑토르 리알 라기아 / 1928년 10월 14일,per:date_of_birth,25
27776,대안신당 / 최경환,org:top_members/employees,1
27777,수양대군 / 소헌왕후,per:parents,21
27778,감스트 / 김인직,per:alternate_names,12
27779,세종도시교통공사 / 고칠진,org:top_members/employees,1
27780,안영학 / 조선적,no_relation,0
27781,가톨릭대학교 / 연세대학교,no_relation,0
27782,메이쇼 천황 / 고미즈노오 천황,per:parents,21
27783,SBS / 1991년 3월 20일,org:founded,18
27784,이동국 / 이수진,per:spouse,17
27785,경제산업성 / 경산성,org:alternate_names,5
27786,방탄소년단 / 2018년,no_relation,0
27787,한국관광공사 / 문화체육관광부,no_relation,0
27788,김강민 / 1982년 9월 13일,per:date_of_birth,25
27789,제1사단 / 한국 전쟁,no_relation,0
27790,문민정부 / 김영삼,org:top_members/employees,1
27791,샤를 3세 / 루이 2세,per:siblings,16
27792,인경왕후 / 인현왕후,per:other_family,13
27793,안창호 / 이동휘,no_relation,0
27794,황영시 / 전두환,no_relation,0
27795,빌 클린턴 / 힐러리 클린턴,per:spouse,17
27796,로스트 / ABC,no_relation,0
27797,맷 무어 / 탬파베이 레이스,per:employee_of,6
27798,한국선급 / 이정기,org:top_members/employees,1
27799,아키히토 / 쇼와 천황,per:parents,21
27800,나주환 / 내야수,per:title,4
27801,장지량 / 2015년 2월 2일,per:date_of_death,24
27802,강혜원 / 아이즈원,per:employee_of,6
27803,아우랑제브 / 샤 자한,per:parents,21
27804,다카스기 신사쿠 / 조슈 번,per:origin,15
27805,카를로스 2세 / 합스부르크 왕가,per:origin,15
27806,대한민국 야구 국가대표팀 / KBO,no_relation,0
27807,삼성 라이온즈 / 1982년,no_relation,0
27808,칠라베르트 / 파라과이,per:employee_of,6
27809,정통제 / 선덕제,no_relation,0
27810,수원삼성 / K리그1,org:member_of,20
27811,중 프랑크 왕국 / 로타르 1세,org:top_members/employees,1
27812,소피아 / 불가리아,no_relation,0
27813,한국표준협회 / KSA GOOD SERVICE 컨텐츠 크리에이터,no_relation,0
27814,서울대학교 / 1946년,no_relation,0
27815,동명대학교 / 정홍섭,org:top_members/employees,1
27816,BTOB / 육성재,per:employee_of,6
27817,비잔티움 제국 / 콘스탄티노폴리스,no_relation,0
27818,다구치 소 / 외야수,per:title,4
27819,신시내티 레즈 / 1970,no_relation,0
27820,율리우스 카이사르 / 옥타비아누스,per:children,10
27821,기성용 / 마요르카,per:employee_of,6
27822,안양 한라 / 만도 위니아,org:alternate_names,5
27823,조용식 / 전북지방경찰청장,per:title,4
27824,순천시 / 전라남도,org:place_of_headquarters,7
27825,여수석유화학고등학교 / 마이스터고,org:alternate_names,5
27826,아시아개발은행 / ADB,org:alternate_names,5
27827,엔토이 / NHN,org:member_of,20
27828,평민당 / 김대중,org:top_members/employees,1
27829,더불어민주당 / 문재인,no_relation,0
27830,아나 가서 / 오스트리아,per:origin,15
27831,김석기 / 경주시,per:place_of_residence,11
27832,김여정 / 조선민주주의인민공화국,no_relation,0
27833,루이 15세 / 필리프,per:children,10
27834,마르티나 나브라틸로바 / 1956년 10월 18일,per:date_of_birth,25
27835,통일민주당 / 신한민주당,no_relation,0
27836,피터 데이비슨 / 조지아 모펫,per:children,10
27837,최영조 / 경산시장,per:title,4
27838,루트비히 2세 / 경건왕 루트비히,per:parents,21
27839,더콰이엇 / 신동갑,per:alternate_names,12
27840,마거릿 대처 / 보수당,per:employee_of,6
27841,로마 제국 / 민중 라틴어,no_relation,0
27842,화순군 / 구충곤,org:top_members/employees,1
27843,유진그룹 / 1159명,org:number_of_employees/members,9
27844,하라 다쓰노리 / 요미우리 자이언츠,per:employee_of,6
27845,TXN / TVO,org:members,2
27846,UNEDUCATED KID / Yng,no_relation,0
27847,중화민국 / 타이베이,org:alternate_names,5
27848,남덕우 / 전두환,per:colleagues,14
27849,안창호 / 이동휘,per:colleagues,14
27850,줄리 가드너 / BBC 월드와이드,no_relation,0
27851,의정부시 / 안병용,org:top_members/employees,1
27852,한선교 / 미래통합당,no_relation,0
27853,서일본 여객철도 / 일본국유철도,no_relation,0
27854,금성대군 이유 / 1426년 5월 5일 음력 3월 28일,per:date_of_birth,25
27855,김성녀 / 손진책,per:colleagues,14
27856,순천의료원 / 1919년,org:founded,18
27857,삼성전자 / SSD,no_relation,0
27858,유신당 / 마쓰노 요리히사,org:top_members/employees,1
27859,자유시민연대 / 노무현,no_relation,0
27860,박능후 / 보건복지부 장관,per:title,4
27861,신한국당 / 한나라당,no_relation,0
27862,고양시 / 경기도,no_relation,0
27863,JTBC / 손석희,org:top_members/employees,1
27864,한나라당 / 여의도연구소,no_relation,0
27865,까사미아 / 신세계,no_relation,0
27866,에도 막부 / 도쿠가와,org:top_members/employees,1
27867,인헌왕후 / 정원군,per:spouse,17
27868,간미연 / 베이비복스,per:employee_of,6
27869,MC몽 / 신동현,per:alternate_names,12
27870,신보라 / 자유한국당,per:employee_of,6
27871,전라남도교육청 / 장석웅,org:top_members/employees,1
27872,배재고등학교 / 배재학당,org:alternate_names,5
27873,강진군 / 10개,no_relation,0
27874,야로슬라프 1세 / 키예프 루스,per:place_of_residence,11
27875,사우디아라비아 항공 / 2010년,no_relation,0
27876,"이탈리아 / 177,000명",no_relation,0
27877,이용섭 / 기독교,no_relation,0
27878,세리에 A / 세리에 B,no_relation,0
27879,민주평화당 / 대안신당,no_relation,0
27880,이야기꽃도서관 / 광산구,org:place_of_headquarters,7
27881,함태영 / 이승만,per:colleagues,14
27882,루스 카간국 / 류리크,no_relation,0
27883,여의도순복음교회 / 기독교대한하나님의성회,org:member_of,20
27884,새정치연합 / 새정치추진위원회,org:alternate_names,5
27885,빌리 오르반 / 카이저슬라우테른,per:place_of_birth,26
27886,막스 보른 / 물리학자,per:title,4
27887,엑토르 카스트로 / 1960년 9월 15일,per:date_of_death,24
27888,통계청 / 기획재정부,no_relation,0
27889,매들립 / 프로듀서,per:title,4
27890,인순이 / 김인순,per:alternate_names,12
27891,민주자유당 / 대한민국,org:place_of_headquarters,7
27892,한국가스기술공사 / 한국조폐공사,no_relation,0
27893,함태호 / 오뚜기,no_relation,0
27894,장신영 / 강경준,per:spouse,17
27895,윤봉길 / 독립운동가,per:title,4
27896,고든 브라운 / 노동당,per:employee_of,6
27897,영국남미항공 / 1946년,no_relation,0
27898,김상혁 / 클릭비,per:employee_of,6
27899,김남현 / 전남지방경찰청장,per:title,4
27900,신민아 / 에이엠엔터테인먼트,per:employee_of,6
27901,이니에스타 / 바르셀로나,per:employee_of,6
27902,바이킹 크루즈사 / MV Viking Sigyn,org:product,3
27903,한국남부발전 / 산업통상자원부,no_relation,0
27904,이은별 / 쇼트트랙,no_relation,0
27905,오뚜기 / 이강훈,org:top_members/employees,1
27906,안재준 / 1986년 2월 8일,per:date_of_birth,25
27907,잭 하크니스 / 토치우드,per:employee_of,6
27908,삼성 라이온즈 / 1984년,no_relation,0
27909,말 콜룸 막 돈카다 / 1031년 3월 26일경,per:date_of_birth,25
27910,시모 해위해 / 겨울전쟁,no_relation,0
27911,압둘라 아맛 바다위 / 말레이시아,per:origin,15
27912,김해시 / 경상남도,no_relation,0
27913,강호동 / SM C C,per:employee_of,6
27914,질 들뢰즈 / 프랑스,per:origin,15
27915,제6사단 / 제2군단,no_relation,0
27916,한국GM / 제너럴 모터스,org:member_of,20
27917,장병완 / 남구 갑,per:employee_of,6
27918,송일국 / 송대한,per:children,10
27919,리처드 도킨스 / 무신론,per:religion,29
27920,고소영 / 장동건,per:spouse,17
27921,손흥민 / 토트넘 홋스퍼,per:employee_of,6
27922,최희섭 / 1루수,per:title,4
27923,아르주나 / 크리슈나,no_relation,0
27924,문무왕 / 626년,per:date_of_birth,25
27925,대림산업 / 아크로 서울포레스트,org:product,3
27926,디에고 포를란 / 우루과이,per:origin,15
27927,알폰소 13세 / 알폰소 12세,per:parents,21
27928,존 애덤스 / 조지 워싱턴,no_relation,0
27929,박상민 / 박덕만,per:alternate_names,12
27930,도로교통공단 / 경찰청,no_relation,0
27931,국과수 / 국립과학수사연구소,org:alternate_names,5
27932,상주 상무 / K리그1,org:member_of,20
27933,안드레아 / 1508년 11월 30일,per:date_of_birth,25
27934,봉림대군 / 인선왕후,per:spouse,17
27935,서동환 / 신일고,per:schools_attended,23
27936,걸걸중상 / 대조영,per:other_family,13
27937,아틀레티코 마드리드 / 프리메라리가,org:member_of,20
27938,신한카드 / 임영진,org:top_members/employees,1
27939,박헌영 / 한국 전쟁,no_relation,0
27940,나오미 노빅 / 소설가,per:title,4
27941,이주열 / 한국은행,per:employee_of,6
27942,전북 현대 모터스 / 2009,no_relation,0
27943,FC 바이에른 뮌헨 / 2010년 2월 4일,no_relation,0
27944,박양우 / 문화체육관광부장관,per:title,4
27945,문화방송 / MBC,org:alternate_names,5
27946,한국동서발전 / 박일준,org:top_members/employees,1
27947,토머스 파티 / 아틀레티코 마드리드,per:employee_of,6
27948,크리스티안 겐트너 / Christian Gentner,per:alternate_names,12
27949,전해철 / 경기도,no_relation,0
27950,새뮤얼 랭혼 클레먼스 / 마크 트웨인,per:other_family,13
27951,최영호 / 남구청장,no_relation,0
27952,리사 디 배나 / 워싱턴 프리덤,per:employee_of,6
27953,광동제약 / 최성원,org:top_members/employees,1
27954,브뢴뷔 IF / 덴마크 수페르리가,org:place_of_headquarters,7
27955,우중문 / 을지문덕,no_relation,0
27956,엔씨소프트 / 블레이드,org:product,3
27957,배성재 / 배거슨,no_relation,0
27958,당 희종 / 이현(이현),per:alternate_names,12
27959,칭화 대학 / 베이징,no_relation,0
27960,고흥군 / 송귀근,org:top_members/employees,1
27961,서울중앙지법 / 서울고등법원,no_relation,0
27962,라힘쿨로프 칸 / 1845년,per:date_of_death,24
27963,미래에셋대우 / 최현만,org:top_members/employees,1
27964,한국지역난방공사 / 산업통상자원부,no_relation,0
27965,이건희 / 기업인,per:title,4
27966,강희제 / 순치제,no_relation,0
27967,한국철도공사 / 동해선,no_relation,0
27968,이목희 / 더불어민주당,no_relation,0
27969,조선신학교 / 1939년,no_relation,0
27970,박영효 / 1939년 9월 21일,per:date_of_death,24
27971,정강왕 / 887년,no_relation,0
27972,아일랜드 / 공화국,org:political/religious_affiliation,19
27973,송범근 / 골키퍼,per:title,4
27974,광주광역시교육청 / 장휘국,org:top_members/employees,1
27975,대한민국역사박물관 / 문화체육관광부,org:member_of,20
27976,한국해양대 / 도덕희,org:top_members/employees,1
27977,구혜선 / 안재현,per:spouse,17
27978,국제올림픽위원회 / IOC,org:alternate_names,5
27979,화순군 / 구충곤,org:top_members/employees,1
27980,백혜련 / 민주통합당,per:employee_of,6
27981,김해영 / 최고위원,per:title,4
27982,화순군 / 구충곤,org:top_members/employees,1
27983,헨리 펠럼 / 1694년 9월 25일,per:date_of_birth,25
27984,몽케 칸 / 쿠빌라이 칸,per:siblings,16
27985,넷마블 / 코웨이,org:members,2
27986,제천시 / 충청북도,no_relation,0
27987,변관식 / 동양화,per:title,4
27988,루이 14세 / 루이 13세,no_relation,0
27989,미국 식품의약국 / FDA,org:alternate_names,5
27990,화순군 / 구충곤,org:top_members/employees,1
27991,한국인터넷자율정책기구 / 10명,org:number_of_employees/members,9
27992,삼성전자 / LSI,org:product,3
27993,완도타워 / 완도군,org:member_of,20
